dataset,accuracy,specificity,sensitivity,precision
train_generator,0.803030303030303,0.6567164179104478,0.9538461538461539,0.7294117647058823
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.7272727272727273,0.5882352941176471,0.875,0.6666666666666666
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.7,0.5333333333333333,0.8666666666666667,0.65
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.803030303030303,0.6567164179104478,0.9538461538461539,0.7294117647058823
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.7272727272727273,0.5882352941176471,0.875,0.6666666666666666
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.7,0.5333333333333333,0.8666666666666667,0.65
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.803030303030303,0.6567164179104478,0.9538461538461539,0.7294117647058823
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.7272727272727273,0.5882352941176471,0.875,0.6666666666666666
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.7,0.5333333333333333,0.8666666666666667,0.65
