dataset,accuracy,specificity,sensitivity,precision
train_generator,0.8787878787878788,0.835820895522388,0.9230769230769231,0.8450704225352113
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.9090909090909091,0.9411764705882353,0.875,0.9333333333333333
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.8787878787878788,0.835820895522388,0.9230769230769231,0.8450704225352113
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.9090909090909091,0.9411764705882353,0.875,0.9333333333333333
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.8787878787878788,0.835820895522388,0.9230769230769231,0.8450704225352113
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.9090909090909091,0.9411764705882353,0.875,0.9333333333333333
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333
