dataset,accuracy,specificity,sensitivity,precision
train_generator,0.7348484848484849,0.703125,0.7647058823529411,0.7323943661971831
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.8484848484848485,0.75,1.0,0.7222222222222222
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.7348484848484849,0.703125,0.7647058823529411,0.7323943661971831
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.8484848484848485,0.75,1.0,0.7222222222222222
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.7348484848484849,0.703125,0.7647058823529411,0.7323943661971831
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.8484848484848485,0.75,1.0,0.7222222222222222
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667
