dataset,accuracy,specificity,sensitivity,precision
train_generator,0.6590909090909091,0.5223880597014925,0.8,0.6190476190476191
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.8181818181818182,0.6470588235294118,1.0,0.7272727272727273
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.7333333333333333,0.6,0.8666666666666667,0.6842105263157895
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.6590909090909091,0.5223880597014925,0.8,0.6190476190476191
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.8181818181818182,0.6470588235294118,1.0,0.7272727272727273
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.7333333333333333,0.6,0.8666666666666667,0.6842105263157895
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.6590909090909091,0.5223880597014925,0.8,0.6190476190476191
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.8181818181818182,0.6470588235294118,1.0,0.7272727272727273
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.7333333333333333,0.6,0.8666666666666667,0.6842105263157895
