dataset,accuracy,specificity,sensitivity,precision
train_generator,0.9393939393939394,0.9142857142857143,0.967741935483871,0.9090909090909091
dataset,accuracy,specificity,sensitivity,precision
validation_generator,1.0,1.0,1.0,1.0
dataset,accuracy,specificity,sensitivity,precision
test_generator,1.0,1.0,1.0,1.0
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.9393939393939394,0.9142857142857143,0.967741935483871,0.9090909090909091
dataset,accuracy,specificity,sensitivity,precision
validation_generator,1.0,1.0,1.0,1.0
dataset,accuracy,specificity,sensitivity,precision
test_generator,1.0,1.0,1.0,1.0
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.9393939393939394,0.9142857142857143,0.967741935483871,0.9090909090909091
dataset,accuracy,specificity,sensitivity,precision
validation_generator,1.0,1.0,1.0,1.0
dataset,accuracy,specificity,sensitivity,precision
test_generator,1.0,1.0,1.0,1.0
