dataset,accuracy,specificity,sensitivity,precision
train_generator,0.696969696969697,0.9850746268656716,0.4,0.9629629629629629
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.9090909090909091,1.0,0.8125,1.0
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8,1.0,0.6,1.0
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.696969696969697,0.9850746268656716,0.4,0.9629629629629629
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.9090909090909091,1.0,0.8125,1.0
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8,1.0,0.6,1.0
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.696969696969697,0.9850746268656716,0.4,0.9629629629629629
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.9090909090909091,1.0,0.8125,1.0
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8,1.0,0.6,1.0
