dataset,accuracy,specificity,sensitivity,precision
train_generator,0.7727272727272727,0.9850746268656716,0.5538461538461539,0.972972972972973
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.9090909090909091,1.0,0.8125,1.0
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8333333333333334,0.9333333333333333,0.7333333333333333,0.9166666666666666
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.7727272727272727,0.9850746268656716,0.5538461538461539,0.972972972972973
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.9090909090909091,1.0,0.8125,1.0
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8333333333333334,0.9333333333333333,0.7333333333333333,0.9166666666666666
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.7727272727272727,0.9850746268656716,0.5538461538461539,0.972972972972973
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.9090909090909091,1.0,0.8125,1.0
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8333333333333334,0.9333333333333333,0.7333333333333333,0.9166666666666666
