dataset,accuracy,specificity,sensitivity,precision
train_generator,0.803030303030303,0.6470588235294118,0.96875,0.7209302325581395
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.6666666666666666,0.625,0.7058823529411765,0.6666666666666666
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.7333333333333333,0.5333333333333333,0.9333333333333333,0.6666666666666666
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.803030303030303,0.6470588235294118,0.96875,0.7209302325581395
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.6666666666666666,0.625,0.7058823529411765,0.6666666666666666
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.7333333333333333,0.5333333333333333,0.9333333333333333,0.6666666666666666
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.803030303030303,0.6470588235294118,0.96875,0.7209302325581395
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.6666666666666666,0.625,0.7058823529411765,0.6666666666666666
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.7333333333333333,0.5333333333333333,0.9333333333333333,0.6666666666666666
