dataset,accuracy,specificity,sensitivity,precision
train_generator,0.8560606060606061,0.8805970149253731,0.8307692307692308,0.8709677419354839
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.8787878787878788,1.0,0.75,1.0
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8333333333333334,0.8,0.8666666666666667,0.8125
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.8560606060606061,0.8805970149253731,0.8307692307692308,0.8709677419354839
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.8787878787878788,1.0,0.75,1.0
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8333333333333334,0.8,0.8666666666666667,0.8125
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.8560606060606061,0.8805970149253731,0.8307692307692308,0.8709677419354839
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.8787878787878788,1.0,0.75,1.0
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8333333333333334,0.8,0.8666666666666667,0.8125
