dataset,accuracy,specificity,sensitivity,precision
train_generator,0.6666666666666666,0.6428571428571429,0.6935483870967742,0.6323529411764706
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.696969696969697,0.5,0.8421052631578947,0.6956521739130435
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8,0.7333333333333333,0.8666666666666667,0.7647058823529411
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.6666666666666666,0.6428571428571429,0.6935483870967742,0.6323529411764706
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.696969696969697,0.5,0.8421052631578947,0.6956521739130435
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8,0.7333333333333333,0.8666666666666667,0.7647058823529411
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.6666666666666666,0.6428571428571429,0.6935483870967742,0.6323529411764706
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.696969696969697,0.5,0.8421052631578947,0.6956521739130435
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8,0.7333333333333333,0.8666666666666667,0.7647058823529411
