dataset,accuracy,specificity,sensitivity,precision
train_generator,0.8106060606060606,0.9117647058823529,0.703125,0.8823529411764706
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.7272727272727273,0.875,0.5882352941176471,0.8333333333333334
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8,0.8666666666666667,0.7333333333333333,0.8461538461538461
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.8106060606060606,0.9117647058823529,0.703125,0.8823529411764706
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.7272727272727273,0.875,0.5882352941176471,0.8333333333333334
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8,0.8666666666666667,0.7333333333333333,0.8461538461538461
dataset,accuracy,specificity,sensitivity,precision
train_generator,0.8106060606060606,0.9117647058823529,0.703125,0.8823529411764706
dataset,accuracy,specificity,sensitivity,precision
validation_generator,0.7272727272727273,0.875,0.5882352941176471,0.8333333333333334
dataset,accuracy,specificity,sensitivity,precision
test_generator,0.8,0.8666666666666667,0.7333333333333333,0.8461538461538461
